url,loc,artist,song
http://pizmonet.co.il/wiki/10.12.2000,1,ארקדי דוכין,אוהבת לא אוהבת
http://pizmonet.co.il/wiki/10.12.2000,2,נימרוד לב,ימים טובים
http://pizmonet.co.il/wiki/10.12.2000,3,אביב גפן והתעויוט,אקדחים שלופים
http://pizmonet.co.il/wiki/10.12.2000,4,הדג נחש ומזי כהן,אף אחד
http://pizmonet.co.il/wiki/10.12.2000,5,דנה ברגר,בוכה לך
http://pizmonet.co.il/wiki/10.12.2000,6,אביב גפן והתעויוט עם אריק איינשטיין,יומן מסע
http://pizmonet.co.il/wiki/10.12.2000,7,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/10.12.2000,8,דנה ברגר,יש בזה טעם
http://pizmonet.co.il/wiki/10.12.2000,9,איגי וקסמן,עוד קצת
http://pizmonet.co.il/wiki/10.12.2000,10,הדג נחש,המכונה של הגרוב
http://pizmonet.co.il/wiki/10.12.2000,11,מזי כהן וחמי רודנר,לטבע נולד
http://pizmonet.co.il/wiki/10.12.2000,12,פדי מרגי,כך ברא אותך הטבע
http://pizmonet.co.il/wiki/10.12.2000,13,יולי,בואי
http://pizmonet.co.il/wiki/10.12.2000,14,מאיר אריאל,רודף צדק רודף שלום
http://pizmonet.co.il/wiki/10.12.2000,15,שלומי שבן,ניו יורק VS יחזקאל
http://pizmonet.co.il/wiki/10.12.2000,16,איגי וקסמן,בעדינות
http://pizmonet.co.il/wiki/10.12.2000,17,רונית שחר,עכשיו אני סולחת
http://pizmonet.co.il/wiki/10.12.2000,18,מוש בן ארי,עד אליי
http://pizmonet.co.il/wiki/10.12.2000,19,שרון הולצמן,פתח את לבך
http://pizmonet.co.il/wiki/10.12.2000,20,שמעון בוסקילה,ברגע המכריע
http://pizmonet.co.il/wiki/10.12.2000,21,שלומי שבן ושלומי שבת,חתיכת שמים
http://pizmonet.co.il/wiki/10.12.2000,22,הדג נחש,הווליום עולה
http://pizmonet.co.il/wiki/10.12.2000,23,עידן משה ויואב יצחק,יחדיו אל המחר
http://pizmonet.co.il/wiki/10.12.2000,24,דני סנדרסון ורונית שחר,בשדה ירוק
http://pizmonet.co.il/wiki/10.12.2000,25,יגאל בשן,ציפור קטנה בלב (גרסת אצטדיונים)
http://pizmonet.co.il/wiki/17.12.2000,1,ארקדי דוכין,אוהבת לא אוהבת
http://pizmonet.co.il/wiki/17.12.2000,2,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/17.12.2000,3,נימרוד לב,ימים טובים
http://pizmonet.co.il/wiki/17.12.2000,4,דנה ברגר,בוכה לך
http://pizmonet.co.il/wiki/17.12.2000,5,אביב גפן והתעויוט,אקדחים שלופים
http://pizmonet.co.il/wiki/17.12.2000,6,השמחות,אנשים מספרים
http://pizmonet.co.il/wiki/17.12.2000,7,הדג נחש ומזי כהן,אף אחד
http://pizmonet.co.il/wiki/17.12.2000,8,איגי וקסמן,עוד קצת
http://pizmonet.co.il/wiki/17.12.2000,9,דנה ברגר,יש בזה טעם
http://pizmonet.co.il/wiki/17.12.2000,10,פדי מרגי,כך ברא אותך הטבע
http://pizmonet.co.il/wiki/17.12.2000,11,אביב גפן והתעויוט עם אריק איינשטיין,יומן מסע
http://pizmonet.co.il/wiki/17.12.2000,12,יולי,בואי
http://pizmonet.co.il/wiki/17.12.2000,13,שרון הולצמן,פתח את לבך
http://pizmonet.co.il/wiki/17.12.2000,14,איגי וקסמן,בעדינות
http://pizmonet.co.il/wiki/17.12.2000,15,אייל גולן,בובים בובות
http://pizmonet.co.il/wiki/17.12.2000,16,הדג נחש,המכונה של הגרוב
http://pizmonet.co.il/wiki/17.12.2000,17,מאיר אריאל,רודף צדק רודף שלום
http://pizmonet.co.il/wiki/17.12.2000,18,שלומי שבן,ניו יורק VS יחזקאל
http://pizmonet.co.il/wiki/17.12.2000,19,מזי כהן וחמי רודנר,לטבע נולד
http://pizmonet.co.il/wiki/17.12.2000,20,רונית שחר,עכשיו אני סולחת
http://pizmonet.co.il/wiki/17.12.2000,21,מוש בן ארי,עד אליי
http://pizmonet.co.il/wiki/17.12.2000,22,עידן משה ויואב יצחק,יחדיו אל המחר
http://pizmonet.co.il/wiki/17.12.2000,23,שלומי שבן ושלומי שבת,חתיכת שמים
http://pizmonet.co.il/wiki/17.12.2000,24,דיקלה,תבלינים
http://pizmonet.co.il/wiki/17.12.2000,25,הדג נחש,הווליום עולה
http://pizmonet.co.il/wiki/24.12.2000,1,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/24.12.2000,2,נימרוד לב,ימים טובים
http://pizmonet.co.il/wiki/24.12.2000,3,ארקדי דוכין,אוהבת לא אוהבת
http://pizmonet.co.il/wiki/24.12.2000,4,השמחות,אנשים מספרים
http://pizmonet.co.il/wiki/24.12.2000,5,נימרוד לב,כדורים פורחים
http://pizmonet.co.il/wiki/24.12.2000,6,דנה ברגר,בוכה לך
http://pizmonet.co.il/wiki/24.12.2000,7,שרון חזיז,קורא לי לחזור
http://pizmonet.co.il/wiki/24.12.2000,8,אביב גפן והתעויוט,אקדחים שלופים
http://pizmonet.co.il/wiki/24.12.2000,9,הדג נחש ומזי כהן,אף אחד
http://pizmonet.co.il/wiki/24.12.2000,10,איגי וקסמן,עוד קצת
http://pizmonet.co.il/wiki/24.12.2000,11,פדי מרגי,כך ברא אותך הטבע
http://pizmonet.co.il/wiki/24.12.2000,12,שרון הולצמן,פתח את לבך
http://pizmonet.co.il/wiki/24.12.2000,13,איגי וקסמן,בעדינות
http://pizmonet.co.il/wiki/24.12.2000,14,אייל גולן,בובים בובות
http://pizmonet.co.il/wiki/24.12.2000,15,דנה ברגר,יש בזה טעם
http://pizmonet.co.il/wiki/24.12.2000,16,סאבלימינל וברוך פרידלנד,יותר מחבר
http://pizmonet.co.il/wiki/24.12.2000,17,שלומי שבן,ניו יורק VS יחזקאל
http://pizmonet.co.il/wiki/24.12.2000,18,אביב גפן והתעויוט עם אריק איינשטיין,יומן מסע
http://pizmonet.co.il/wiki/24.12.2000,19,אסף אמדורסקי,האינטימי שלי
http://pizmonet.co.il/wiki/24.12.2000,20,מאיר אריאל,רודף צדק רודף שלום
http://pizmonet.co.il/wiki/24.12.2000,21,רונית שחר,עכשיו אני סולחת
http://pizmonet.co.il/wiki/24.12.2000,22,קלונימוס,כמה את רוצה
http://pizmonet.co.il/wiki/24.12.2000,23,דיקלה,תבלינים
http://pizmonet.co.il/wiki/24.12.2000,24,עידן משה ויואב יצחק,יחדיו אל המחר
http://pizmonet.co.il/wiki/24.12.2000,25,מזי כהן וחמי רודנר,לטבע נולד
http://pizmonet.co.il/wiki/31.12.2000,1,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/31.12.2000,2,השמחות,אנשים מספרים
http://pizmonet.co.il/wiki/31.12.2000,3,נימרוד לב,כדורים פורחים
http://pizmonet.co.il/wiki/31.12.2000,4,ארקדי דוכין,אוהבת לא אוהבת
http://pizmonet.co.il/wiki/31.12.2000,5,שרון חזיז,קורא לי לחזור
http://pizmonet.co.il/wiki/31.12.2000,6,נימרוד לב,ימים טובים
http://pizmonet.co.il/wiki/31.12.2000,7,הדג נחש ומזי כהן,אף אחד
http://pizmonet.co.il/wiki/31.12.2000,8,איגי וקסמן,עוד קצת
http://pizmonet.co.il/wiki/31.12.2000,9,פדי מרגי,כך ברא אותך הטבע
http://pizmonet.co.il/wiki/31.12.2000,10,אביב גפן והתעויוט,אקדחים שלופים
http://pizmonet.co.il/wiki/31.12.2000,11,דנה ברגר,בוכה לך
http://pizmonet.co.il/wiki/31.12.2000,12,אייל גולן,בובים בובות
http://pizmonet.co.il/wiki/31.12.2000,13,סאבלימינל וברוך פרידלנד,יותר מחבר
http://pizmonet.co.il/wiki/31.12.2000,14,איגי וקסמן,בעדינות
http://pizmonet.co.il/wiki/31.12.2000,15,שרון הולצמן,פתח את לבך
http://pizmonet.co.il/wiki/31.12.2000,16,אסף אמדורסקי,האינטימי שלי
http://pizmonet.co.il/wiki/31.12.2000,17,ארקדי דוכין,דגים
http://pizmonet.co.il/wiki/31.12.2000,18,שלומי שבן,ניו יורק VS יחזקאל
http://pizmonet.co.il/wiki/31.12.2000,19,דנה ברגר,יש בזה טעם
http://pizmonet.co.il/wiki/31.12.2000,20,אביב גפן והתעויוט עם אריק איינשטיין,יומן מסע
http://pizmonet.co.il/wiki/31.12.2000,21,קלונימוס,כמה את רוצה
http://pizmonet.co.il/wiki/31.12.2000,22,עידן משה ויואב יצחק,יחדיו אל המחר
http://pizmonet.co.il/wiki/31.12.2000,23,מאיר אריאל,רודף צדק רודף שלום
http://pizmonet.co.il/wiki/31.12.2000,24,רונית שחר,עכשיו אני סולחת
http://pizmonet.co.il/wiki/31.12.2000,25,דיקלה,תבלינים
http://pizmonet.co.il/wiki/7.1.2001,1,שרון חזיז,קורא לי לחזור
http://pizmonet.co.il/wiki/7.1.2001,2,נימרוד לב,כדורים פורחים
http://pizmonet.co.il/wiki/7.1.2001,3,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/7.1.2001,4,השמחות,אנשים מספרים
http://pizmonet.co.il/wiki/7.1.2001,5,נערי רפול,אהבה כתומה
http://pizmonet.co.il/wiki/7.1.2001,6,ארקדי דוכין,אוהבת לא אוהבת
http://pizmonet.co.il/wiki/7.1.2001,7,איגי וקסמן,עוד קצת
http://pizmonet.co.il/wiki/7.1.2001,8,הדג נחש ומזי כהן,אף אחד
http://pizmonet.co.il/wiki/7.1.2001,9,נימרוד לב,ימים טובים
http://pizmonet.co.il/wiki/7.1.2001,10,אריאל זילבר,שדות גולדברג
http://pizmonet.co.il/wiki/7.1.2001,11,ארקדי דוכין,דגים
http://pizmonet.co.il/wiki/7.1.2001,12,פדי מרגי,כך ברא אותך הטבע
http://pizmonet.co.il/wiki/7.1.2001,13,איגי וקסמן,בעדינות
http://pizmonet.co.il/wiki/7.1.2001,14,שרון הולצמן,פתח את לבך
http://pizmonet.co.il/wiki/7.1.2001,15,אסף אמדורסקי,האינטימי שלי
http://pizmonet.co.il/wiki/7.1.2001,16,שלומי ברכה,מחמיץ
http://pizmonet.co.il/wiki/7.1.2001,17,סאבלימינל וברוך פרידלנד,יותר מחבר
http://pizmonet.co.il/wiki/7.1.2001,18,דנה ברגר,בוכה לך
http://pizmonet.co.il/wiki/7.1.2001,19,אייל גולן,בובים בובות
http://pizmonet.co.il/wiki/7.1.2001,20,אביב גפן והתעויוט,אקדחים שלופים
http://pizmonet.co.il/wiki/7.1.2001,21,שלומי שבן,ניו יורק VS יחזקאל
http://pizmonet.co.il/wiki/7.1.2001,22,דנה ברגר,יש בזה טעם
http://pizmonet.co.il/wiki/7.1.2001,23,אביב גפן והתעויוט עם אריק איינשטיין,יומן מסע
http://pizmonet.co.il/wiki/7.1.2001,24,קלונימוס,כמה את רוצה
http://pizmonet.co.il/wiki/7.1.2001,25,עידן משה ויואב יצחק,יחדיו אל המחר
http://pizmonet.co.il/wiki/14.1.2001,1,שרון חזיז,קורא לי לחזור
http://pizmonet.co.il/wiki/14.1.2001,2,נימרוד לב,כדורים פורחים
http://pizmonet.co.il/wiki/14.1.2001,3,נערי רפול,אהבה כתומה
http://pizmonet.co.il/wiki/14.1.2001,4,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/14.1.2001,5,השמחות,אנשים מספרים
http://pizmonet.co.il/wiki/14.1.2001,6,איגי וקסמן,עוד קצת
http://pizmonet.co.il/wiki/14.1.2001,7,ארקדי דוכין,אוהבת לא אוהבת
http://pizmonet.co.il/wiki/14.1.2001,8,אריאל זילבר,שדות גולדברג
http://pizmonet.co.il/wiki/14.1.2001,9,דוד ד'אור,בים הגדול
http://pizmonet.co.il/wiki/14.1.2001,10,ארקדי דוכין,דגים
http://pizmonet.co.il/wiki/14.1.2001,11,סאבלימינל וברוך פרידלנד,יותר מחבר
http://pizmonet.co.il/wiki/14.1.2001,12,נימרוד לב,ימים טובים
http://pizmonet.co.il/wiki/14.1.2001,13,יזהר אשדות,זה שיר כאב
http://pizmonet.co.il/wiki/14.1.2001,14,הדג נחש ומזי כהן,אף אחד
http://pizmonet.co.il/wiki/14.1.2001,15,שלומי ברכה,מחמיץ
http://pizmonet.co.il/wiki/14.1.2001,16,שרון הולצמן,פתח את לבך
http://pizmonet.co.il/wiki/14.1.2001,17,דנה ברגר,בוכה לך
http://pizmonet.co.il/wiki/14.1.2001,18,איגי וקסמן,בעדינות
http://pizmonet.co.il/wiki/14.1.2001,19,פדי מרגי,כך ברא אותך הטבע
http://pizmonet.co.il/wiki/14.1.2001,20,יולי,סמל ראשון
http://pizmonet.co.il/wiki/14.1.2001,21,אסף אמדורסקי,האינטימי שלי
http://pizmonet.co.il/wiki/14.1.2001,22,טל סונדק,אין דבר
http://pizmonet.co.il/wiki/14.1.2001,23,אייל גולן,בובים בובות
http://pizmonet.co.il/wiki/14.1.2001,24,אביב גפן והתעויוט,אקדחים שלופים
http://pizmonet.co.il/wiki/14.1.2001,25,קלונימוס,כמה את רוצה
http://pizmonet.co.il/wiki/21.1.2001,1,נערי רפול,אהבה כתומה
http://pizmonet.co.il/wiki/21.1.2001,2,נימרוד לב,כדורים פורחים
http://pizmonet.co.il/wiki/21.1.2001,3,שרון חזיז,קורא לי לחזור
http://pizmonet.co.il/wiki/21.1.2001,4,אריאל זילבר,שדות גולדברג
http://pizmonet.co.il/wiki/21.1.2001,5,שרון חזיז ועברי לידר,פנסים
http://pizmonet.co.il/wiki/21.1.2001,6,השמחות,אנשים מספרים
http://pizmonet.co.il/wiki/21.1.2001,7,כנסיית השכל,רציתי לראות
http://pizmonet.co.il/wiki/21.1.2001,8,דוד ד'אור,בים הגדול
http://pizmonet.co.il/wiki/21.1.2001,9,יזהר אשדות,זה שיר כאב
http://pizmonet.co.il/wiki/21.1.2001,10,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/21.1.2001,11,ארקדי דוכין,אוהבת לא אוהבת
http://pizmonet.co.il/wiki/21.1.2001,12,סאבלימינל וברוך פרידלנד,יותר מחבר
http://pizmonet.co.il/wiki/21.1.2001,13,ארקדי דוכין,דגים
http://pizmonet.co.il/wiki/21.1.2001,14,טל שגב,ימים בינוניים
http://pizmonet.co.il/wiki/21.1.2001,15,איגי וקסמן,עוד קצת
http://pizmonet.co.il/wiki/21.1.2001,16,שלומי ברכה,מחמיץ
http://pizmonet.co.il/wiki/21.1.2001,17,איגי וקסמן,בעדינות
http://pizmonet.co.il/wiki/21.1.2001,18,בן ארצי,תכף
http://pizmonet.co.il/wiki/21.1.2001,19,שרון הולצמן,פתח את לבך
http://pizmonet.co.il/wiki/21.1.2001,20,נימרוד לב,ימים טובים
http://pizmonet.co.il/wiki/21.1.2001,21,הדג נחש ומזי כהן,אף אחד
http://pizmonet.co.il/wiki/21.1.2001,22,יולי,סמל ראשון
http://pizmonet.co.il/wiki/21.1.2001,23,טל סונדק,אין דבר
http://pizmonet.co.il/wiki/21.1.2001,24,דנה ברגר,בוכה לך
http://pizmonet.co.il/wiki/21.1.2001,25,פדי מרגי,כך ברא אותך הטבע
http://pizmonet.co.il/wiki/28.1.2001,1,נערי רפול,אהבה כתומה
http://pizmonet.co.il/wiki/28.1.2001,2,אריאל זילבר,שדות גולדברג
http://pizmonet.co.il/wiki/28.1.2001,3,נימרוד לב,כדורים פורחים
http://pizmonet.co.il/wiki/28.1.2001,4,שרון חזיז ועברי לידר,פנסים
http://pizmonet.co.il/wiki/28.1.2001,5,כנסיית השכל,רציתי לראות
http://pizmonet.co.il/wiki/28.1.2001,6,דוד ד'אור,בים הגדול
http://pizmonet.co.il/wiki/28.1.2001,7,מאיר בנאי,לב סדוק
http://pizmonet.co.il/wiki/28.1.2001,8,פבלו רוזנברג,שובר ת'ראש
http://pizmonet.co.il/wiki/28.1.2001,9,ארקדי דוכין,אוהבת לא אוהבת
http://pizmonet.co.il/wiki/28.1.2001,10,יזהר אשדות,זה שיר כאב
http://pizmonet.co.il/wiki/28.1.2001,11,טל שגב,ימים בינוניים
http://pizmonet.co.il/wiki/28.1.2001,12,ארקדי דוכין,דגים
http://pizmonet.co.il/wiki/28.1.2001,13,שרון חזיז,קורא לי לחזור
http://pizmonet.co.il/wiki/28.1.2001,14,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/28.1.2001,15,סאבלימינל וברוך פרידלנד,יותר מחבר
http://pizmonet.co.il/wiki/28.1.2001,16,בן ארצי,תכף
http://pizmonet.co.il/wiki/28.1.2001,17,השמחות,אנשים מספרים
http://pizmonet.co.il/wiki/28.1.2001,18,שרון הולצמן,פתח את לבך
http://pizmonet.co.il/wiki/28.1.2001,19,השמחות,פנטוזים
http://pizmonet.co.il/wiki/28.1.2001,20,שלום חנוך,מכופף הבננות
http://pizmonet.co.il/wiki/28.1.2001,21,איגי וקסמן,בעדינות
http://pizmonet.co.il/wiki/28.1.2001,22,טל סונדק,אין דבר
http://pizmonet.co.il/wiki/28.1.2001,23,מיקה קרני ומיקי שביב,אלף שנים
http://pizmonet.co.il/wiki/28.1.2001,24,יולי לוי,סמל ראשון
http://pizmonet.co.il/wiki/28.1.2001,25,נימרוד לב,ימים טובים
http://pizmonet.co.il/wiki/4.2.2001,1,שרון חזיז ועברי לידר,פנסים
http://pizmonet.co.il/wiki/4.2.2001,2,נערי רפול,אהבה כתומה
http://pizmonet.co.il/wiki/4.2.2001,3,כנסיית השכל,רציתי לראות
http://pizmonet.co.il/wiki/4.2.2001,4,מאיר בנאי,לב סדוק
http://pizmonet.co.il/wiki/4.2.2001,5,ארקדי דוכין,היא לא דומה
http://pizmonet.co.il/wiki/4.2.2001,6,פבלו רוזנברג,שובר ת'ראש
http://pizmonet.co.il/wiki/4.2.2001,7,טל שגב,ימים בינוניים
http://pizmonet.co.il/wiki/4.2.2001,8,יזהר אשדות,זה שיר כאב
http://pizmonet.co.il/wiki/4.2.2001,9,נימרוד לב,כדורים פורחים
http://pizmonet.co.il/wiki/4.2.2001,10,ארקדי דוכין,אוהבת לא אוהבת
http://pizmonet.co.il/wiki/4.2.2001,11,דוד ד'אור,בים הגדול
http://pizmonet.co.il/wiki/4.2.2001,12,רינת גבאי,צריך שתדע אהובי
http://pizmonet.co.il/wiki/4.2.2001,13,אריאל זילבר,שדות גולדברג
http://pizmonet.co.il/wiki/4.2.2001,14,אריק איינשטיין ומיכה שטרית,פוליטיקה
http://pizmonet.co.il/wiki/4.2.2001,15,שרון חזיז,קורא לי לחזור
http://pizmonet.co.il/wiki/4.2.2001,16,בן ארצי,תכף
http://pizmonet.co.il/wiki/4.2.2001,17,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/4.2.2001,18,יוני רועה ודקלון,אלה
http://pizmonet.co.il/wiki/4.2.2001,19,מיקה קרני ומיקי שביב,אלף שנים
http://pizmonet.co.il/wiki/4.2.2001,20,"סאבלימינל, הצל ומומי לוי",חי מיום ליום
http://pizmonet.co.il/wiki/4.2.2001,21,השמחות,פנטוזים
http://pizmonet.co.il/wiki/4.2.2001,22,שלום חנוך,מכופף הבננות
http://pizmonet.co.il/wiki/4.2.2001,23,שרון הולצמן,פתח את לבך
http://pizmonet.co.il/wiki/4.2.2001,24,טל סונדק,אין דבר
http://pizmonet.co.il/wiki/4.2.2001,25,יולי,סמל ראשון
http://pizmonet.co.il/wiki/11.2.2001,1,שרון חזיז ועברי לידר,פנסים
http://pizmonet.co.il/wiki/11.2.2001,2,מאיר בנאי,לב סדוק
http://pizmonet.co.il/wiki/11.2.2001,3,ארקדי דוכין,היא לא דומה
http://pizmonet.co.il/wiki/11.2.2001,4,פבלו רוזנברג,שובר ת'ראש
http://pizmonet.co.il/wiki/11.2.2001,5,טל שגב,ימים בינוניים
http://pizmonet.co.il/wiki/11.2.2001,6,דוד ד'אור,כל הכוכבים
http://pizmonet.co.il/wiki/11.2.2001,7,כנסיית השכל,רציתי לראות
http://pizmonet.co.il/wiki/11.2.2001,8,בן ארצי,מטר של מטאורים
http://pizmonet.co.il/wiki/11.2.2001,9,רינת גבאי,צריך שתדע אהובי
http://pizmonet.co.il/wiki/11.2.2001,10,נערי רפול,אהבה כתומה
http://pizmonet.co.il/wiki/11.2.2001,11,יזהר אשדות,זה שיר כאב
http://pizmonet.co.il/wiki/11.2.2001,12,ארקדי דוכין,אוהבת לא אוהבת
http://pizmonet.co.il/wiki/11.2.2001,13,נימרוד לב,כדורים פורחים
http://pizmonet.co.il/wiki/11.2.2001,14,אסף אמדורסקי,אהבה חדשה
http://pizmonet.co.il/wiki/11.2.2001,15,אריק איינשטיין ומיכה שטרית,פוליטיקה
http://pizmonet.co.il/wiki/11.2.2001,16,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/11.2.2001,17,יוני רועה ודקלון,אלה
http://pizmonet.co.il/wiki/11.2.2001,18,אריאל זילבר,שדות גולדברג
http://pizmonet.co.il/wiki/11.2.2001,19,"סאבלימינל, הצל ומומי לוי",חי מיום ליום
http://pizmonet.co.il/wiki/11.2.2001,20,שרון חזיז,קורא לי לחזור
http://pizmonet.co.il/wiki/11.2.2001,21,דוד ד'אור,בים הגדול
http://pizmonet.co.il/wiki/11.2.2001,22,בן ארצי,תכף
http://pizmonet.co.il/wiki/11.2.2001,23,מיקה קרני ומיקי שביב,אלף שנים
http://pizmonet.co.il/wiki/11.2.2001,24,שלום חנוך,מכופף הבננות
http://pizmonet.co.il/wiki/11.2.2001,25,שרון הולצמן,פתח את לבך
http://pizmonet.co.il/wiki/18.2.2001,1,דוד ד'אור,כל הכוכבים
http://pizmonet.co.il/wiki/18.2.2001,2,ארקדי דוכין,היא לא דומה
http://pizmonet.co.il/wiki/18.2.2001,3,פבלו רוזנברג,שובר ת'ראש
http://pizmonet.co.il/wiki/18.2.2001,4,מאיר בנאי,לב סדוק
http://pizmonet.co.il/wiki/18.2.2001,5,שרון חזיז ועברי לידר,פנסים
http://pizmonet.co.il/wiki/18.2.2001,6,בן ארצי,מטר של מטאורים
http://pizmonet.co.il/wiki/18.2.2001,7,שרית חדד,יאללה לך הביתה מוטי
http://pizmonet.co.il/wiki/18.2.2001,8,טל שגב,ימים בינוניים
http://pizmonet.co.il/wiki/18.2.2001,9,כנסיית השכל,רציתי לראות
http://pizmonet.co.il/wiki/18.2.2001,10,אייל שכטר,ימים כאלה
http://pizmonet.co.il/wiki/18.2.2001,11,רינת גבאי,צריך שתדע אהובי
http://pizmonet.co.il/wiki/18.2.2001,12,אסף אמדורסקי,אהבה חדשה
http://pizmonet.co.il/wiki/18.2.2001,13,נערי רפול,אהבה כתומה
http://pizmonet.co.il/wiki/18.2.2001,14,נימרוד לב,גשרים
http://pizmonet.co.il/wiki/18.2.2001,15,יוני רועה ודקלון,אלה
http://pizmonet.co.il/wiki/18.2.2001,16,ארקדי דוכין,אוהבת לא אוהבת
http://pizmonet.co.il/wiki/18.2.2001,17,"סאבלימינל, הצל ומומי לוי",חי מיום ליום
http://pizmonet.co.il/wiki/18.2.2001,18,יפעת תעשה ואלון אולארצ'יק,עזוב אותך מאהבה
http://pizmonet.co.il/wiki/18.2.2001,19,נימרוד לב,כדורים פורחים
http://pizmonet.co.il/wiki/18.2.2001,20,יזהר אשדות,זה שיר כאב
http://pizmonet.co.il/wiki/18.2.2001,21,יגאל בשן,ואת יפה נשארת יפה
http://pizmonet.co.il/wiki/18.2.2001,22,אריק איינשטיין ומיכה שטרית,פוליטיקה
http://pizmonet.co.il/wiki/18.2.2001,23,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/18.2.2001,24,אריאל זילבר,שדות גולדברג
http://pizmonet.co.il/wiki/18.2.2001,25,שרון חזיז,קורא לי לחזור
http://pizmonet.co.il/wiki/25.2.2001,1,דוד ד'אור,כל הכוכבים
http://pizmonet.co.il/wiki/25.2.2001,2,ארקדי דוכין,היא לא דומה
http://pizmonet.co.il/wiki/25.2.2001,3,שרית חדד,יאללה לך הביתה מוטי
http://pizmonet.co.il/wiki/25.2.2001,4,פבלו רוזנברג,שובר ת'ראש
http://pizmonet.co.il/wiki/25.2.2001,5,בן ארצי,מטר של מטאורים
http://pizmonet.co.il/wiki/25.2.2001,6,מאיר בנאי,לב סדוק
http://pizmonet.co.il/wiki/25.2.2001,7,שרון חזיז ועברי לידר,פנסים
http://pizmonet.co.il/wiki/25.2.2001,8,מאיר בנאי,אליה
http://pizmonet.co.il/wiki/25.2.2001,9,אייל שכטר,ימים כאלה
http://pizmonet.co.il/wiki/25.2.2001,10,כנסיית השכל,רציתי לראות
http://pizmonet.co.il/wiki/25.2.2001,11,פבלו רוזנברג,שני
http://pizmonet.co.il/wiki/25.2.2001,12,טל שגב,ימים בינוניים
http://pizmonet.co.il/wiki/25.2.2001,13,נימרוד לב,גשרים
http://pizmonet.co.il/wiki/25.2.2001,14,"סאבלימינל, הצל ומומי לוי",חי מיום ליום
http://pizmonet.co.il/wiki/25.2.2001,15,נערי רפול,אהבה כתומה
http://pizmonet.co.il/wiki/25.2.2001,16,יפעת תעשה ואלון אולארצ'יק,עזוב אותך מאהבה
http://pizmonet.co.il/wiki/25.2.2001,17,רינת גבאי,צריך שתדע אהובי
http://pizmonet.co.il/wiki/25.2.2001,18,ארקדי דוכין,אובת לא אוהבת
http://pizmonet.co.il/wiki/25.2.2001,19,יגאל בשן,ואת יפה נשארת יפה
http://pizmonet.co.il/wiki/25.2.2001,20,פיני חדד ומני בגר,כמה יפה
http://pizmonet.co.il/wiki/25.2.2001,21,נימרוד לב,כדורים פורחים
http://pizmonet.co.il/wiki/25.2.2001,22,ורד קלפטר,תמיד מצליח
http://pizmonet.co.il/wiki/25.2.2001,23,יוני רועה ודקלון,אלה
http://pizmonet.co.il/wiki/25.2.2001,24,יזהר אשדות,זה שיר כאב
http://pizmonet.co.il/wiki/25.2.2001,25,כנסיית השכל,תרימי את הראש
http://pizmonet.co.il/wiki/4.3.2001,1,שרית חדד,יאללה לך הביתה מוטי
http://pizmonet.co.il/wiki/4.3.2001,2,דוד ד'אור,כל הכוכבים
http://pizmonet.co.il/wiki/4.3.2001,3,מיכה שטרית,נמנע ממך
http://pizmonet.co.il/wiki/4.3.2001,4,בן ארצי,מטר של מטאורים
http://pizmonet.co.il/wiki/4.3.2001,5,פבלו רוזנברג,שובר ת'ראש
http://pizmonet.co.il/wiki/4.3.2001,6,ארקדי דוכין,היא לא דומה
http://pizmonet.co.il/wiki/4.3.2001,7,שרון הולצמן,מחר יקרה לי משהו טוב
http://pizmonet.co.il/wiki/4.3.2001,8,מאיר בנאי,אליה
http://pizmonet.co.il/wiki/4.3.2001,9,כנסיית השכל,רציתי לראות
http://pizmonet.co.il/wiki/4.3.2001,10,שרון חזיז ועברי לידר,פנסים
http://pizmonet.co.il/wiki/4.3.2001,11,אפרת בן צור,צוללת
http://pizmonet.co.il/wiki/4.3.2001,12,פבלו רוזנברג,שני
http://pizmonet.co.il/wiki/4.3.2001,13,"סאבלימינל, הצל ומומי לוי",חי מיום ליום
http://pizmonet.co.il/wiki/4.3.2001,14,אייל שכטר,ימים כאלה
http://pizmonet.co.il/wiki/4.3.2001,15,נימרוד לב,גשרים
http://pizmonet.co.il/wiki/4.3.2001,16,מאיר בנאי,לב סדוק
http://pizmonet.co.il/wiki/4.3.2001,17,יגאל בשן,ואת יפה נשארת יפה
http://pizmonet.co.il/wiki/4.3.2001,18,פיני חדד ומני בגר,כמה יפה
http://pizmonet.co.il/wiki/4.3.2001,19,השמחות,פרצופים
http://pizmonet.co.il/wiki/4.3.2001,20,נערי רפול,אהבה כתומה
http://pizmonet.co.il/wiki/4.3.2001,21,טל שגב,ימים בינוניים
